"Query",Target
Pesquisar registros relacionados à psicologia cognitiva até 2007,"""ASS=psicologia cognitiva  AND DP<=2007"""
Exibir documentos sobre engenharia civil desde 1997,"""ASS=engenharia civil  AND DP>=1997"""
Listar textos sobre arte contemporânea até 2012,"""ASS=arte contemporânea  AND DP<=2012"""
Mostre registros relacionados à medicina molecular desde 1999,"""ASS=medicina molecular  AND DP>=1999"""
Procurar documentos sobre história da arte desde 2000,"""ASS=história da arte  AND DP>=2000"""
Pesquisar textos em que o autor é Tolstói desde 1988,"""ASS=Tolstói  AND DP>=1988"""
Exibir documentos sobre ciência da computação até 2005,"""ASS=ciência da computação  AND DP<=2005"""
Listar registros relacionados à biotecnologia desde 2003,"""ASS=biotecnologia  AND DP>=2003"""
Mostre documentos sobre física nuclear até 2010,"""ASS=física nuclear  AND DP<=2010"""
Procurar textos em que o autor é Hemingway desde 1992,"""ASS=Hemingway  AND DP>=1992"""
Pesquisar documentos sobre sociologia da educação desde 2007,"""ASS=sociologia da educação  AND DP>=2007"""
Exibir registros relacionados à linguística aplicada até 2014,"""ASS=linguística aplicada  AND DP<=2014"""
Listar documentos sobre ecologia desde 1996,"""ASS=ecologia  AND DP>=1996"""
Mostre textos sobre antropologia cultural até 2009,"""ASS=antropologia cultural  AND DP<=2009"""
Procurar registros relacionados à genética molecular desde 2001,"""ASS=genética molecular  AND DP>=2001"""
Pesquisar documentos em que o autor é Machado de Assis desde 1990,"""ASS=Machado de Assis  AND DP>=1990"""
Exibir documentos sobre economia comportamental até 2013,"""ASS=economia comportamental  AND DP<=2013"""
Listar registros relacionados à arquitetura moderna desde 1994,"""ASS=arquitetura moderna  AND DP>=1994"""
Mostre documentos sobre psicologia social até 2008,"""ASS=psicologia social  AND DP<=2008"""
Procurar textos em que o autor é Dostoiévski desde 1989,"""ASS=Dostoiévski  AND DP>=1989"""
Pesquisar documentos sobre física de partículas desde 2006,"""ASS=física de partículas  AND DP>=2006"""
Exibir registros relacionados à neurociência cognitiva até 2011,"""ASS=neurociência cognitiva  AND DP<=2011"""
Listar documentos sobre literatura infantil desde 1991,"""ASS=literatura infantil  AND DP>=1991"""
Mostre textos sobre ciência política até 2004,"""ASS=ciência política  AND DP<=2004"""
Procurar registros relacionados à microbiologia desde 1998,"""ASS=microbiologia  AND DP>=1998"""
Pesquisar documentos em que o autor é Borges desde 1987,"""ASS=Borges  AND DP>=1987"""
Exibir documentos sobre inteligência emocional até 2009,"""ASS=inteligência emocional  AND DP<=2009"""
Listar documentos sobre química orgânica desde 2004,"""ASS=química orgânica  AND DP>=2004"""
Mostre registros relacionados à teoria da música até 2010,"""ASS=teoria da música  AND DP<=2010"""
Procurar textos em que o autor é Pessoa desde 1995,"""ASS=Pessoa  AND DP>=1995"""
Pesquisar documentos sobre história medieval desde 2002,"""ASS=história medieval  AND DP>=2002"""
Exibir documentos sobre engenharia elétrica até 2007,"""ASS=engenharia elétrica  AND DP<=2007"""
Listar textos sobre arte renascentista desde 1997,"""ASS=arte renascentista  AND DP>=1997"""
Mostre registros relacionados à física clássica até 2013,"""ASS=física clássica  AND DP<=2013"""
Procurar documentos em que o autor é Orwell desde 1986,"""ASS=Orwell  AND DP>=1986"""
Pesquisar textos sobre sociologia do trabalho desde 2003,"""ASS=sociologia do trabalho  AND DP>=2003"""
Pesquisar documentos com 'história' no assunto desde 2000,"""PAS=história%""  AND ""DP>=2000"""
Pesquisar obras de Miguel de Cervantes como autor desde 1995,"""PAU=Cervantes"
Pesquisar documentos com 'terra' no título desde 2010,"""PTI=terra%""  AND ""DP>=2010"""
Pesquisar textos sobre guerra mundial desde 2005,"""PAL=guerra mundial%""  AND ""DP>=2005"""
Quais são os romances que se passam na era vitoriana e envolvem Jane Eyre?,"""TIT=Jane Eyre"""
Quais são as obras de Amitav Ghosh desde 2012?,"""AUT=Ghosh"
Exibir registros sobre psicologia clínica desde 2008,"""ASS=psicologia clínica""  AND ""DP>=2008"""
Listar documentos sobre medicina veterinária desde 2015,"""ASS=medicina veterinária""  AND ""DP>=2015"""
Pesquisar documentos com 'literatura' no título desde 2000,"""PTI=literatura%""  AND ""DP>=2000"""
Pesquisar textos sobre guerra mundial desde 2003,"""PAL=guerra mundial%""  AND ""DP>=2003"""
Mostre documentos com 'história' no assunto desde 2010,"""PAS=história%""  AND ""DP>=2010"""
Exibir obras de Gabriel García Márquez como autor desde 2005,"""PAU=García Márquez"
Liste documentos com 'terra' no título desde 2008,"""PTI=terra%""  AND ""DP>=2008"""
Pesquisar registros sobre sociologia do trabalho desde 2012,"""ASS=sociologia do trabalho""  AND ""DP>=2012"""
Quais são os romances que se passam na era vitoriana e envolvem Oliver Twist?,"""TIT=Oliver Twist"""
Quais são as obras de Salman Rushdie desde 2000?,"""AUT=Rushdie"
Mostre textos sobre psicologia clínica desde 2007,"""ASS=psicologia clínica""  AND ""DP>=2007"""
Liste documentos sobre medicina veterinária desde 2013,"""ASS=medicina veterinária""  AND ""DP>=2013"""
Pesquisar textos com 'literatura' no título desde 2005,"""PTI=literatura%""  AND ""DP>=2005"""
Pesquisar documentos sobre guerra mundial desde 2008,"""PAL=guerra mundial%""  AND ""DP>=2008"""
Pesquisar documentos com 'história' no assunto desde 2005,"""PAS=história%""  AND ""DP>=2005"""
Exibir obras de Paulo Coelho como autor desde 2010,"""PAU=Coelho"
Listar documentos com 'terra' no título desde 2007,"""PTI=terra%""  AND ""DP>=2007"""
Pesquisar registros sobre sociologia do trabalho desde 2015,"""ASS=sociologia do trabalho""  AND ""DP>=2015"""
Quais são os romances que se passam na era vitoriana e envolvem Sherlock Holmes?,"""TIT=Sherlock Holmes"""
Quais são as obras de J.K. Rowling desde 2011?,"""AUT=Rowling"
Mostre textos sobre psicologia clínica desde 2012,"""ASS=psicologia clínica""  AND ""DP>=2012"""
Liste documentos sobre medicina veterinária desde 2018,"""ASS=medicina veterinária""  AND ""DP>=2018"""
Pesquisar textos com 'literatura' no título desde 2010,"""PTI=literatura%""  AND ""DP>=2010"""
Pesquisar documentos sobre guerra mundial desde 2013,"""PAL=guerra mundial%""  AND ""DP>=2013"""
Pesquisar documentos com 'história' no assunto desde 2008,"""PAS=história%""  AND ""DP>=2008"""
Exibir obras de Agatha Christie como autor desde 2007,"""PAU=Christie"
Listar documentos com 'terra' no título desde 2012,"""PTI=terra%""  AND ""DP>=2012"""
Pesquisar registros sobre sociologia do trabalho desde 2018,"""ASS=sociologia do trabalho""  AND ""DP>=2018"""
Quais são os romances que se passam na era vitoriana e envolvem Drácula?,"""TIT=Drácula"""
Quais são as obras de Haruki Murakami desde 2015?,"""AUT=Murakami"
Mostre textos sobre psicologia clínica desde 2018,"""ASS=psicologia clínica""  AND ""DP>=2018"""
Liste documentos sobre medicina veterinária desde 2020,"""ASS=medicina veterinária""  AND ""DP>=2020"""
Pesquisar textos com 'literatura' no título desde 2012,"""PTI=literatura%""  AND ""DP>=2012"""
Pesquisar documentos sobre guerra mundial desde 2015,"""PAL=guerra mundial%""  AND ""DP>=2015"""
Pesquisar documentos com 'história' no assunto desde 2010,"""PAS=história%""  AND ""DP>=2010"""
Exibir obras de Stephen King como autor desde 2017,"""PAU=King"
Listar documentos com 'terra' no título desde 2015,"""PTI=terra%""  AND ""DP>=2015"""
Pesquisar registros sobre sociologia do trabalho desde 2020,"""ASS=sociologia do trabalho""  AND ""DP>=2020"""
Quais são os romances que se passam na era vitoriana e envolvem Frankenstein?,"""TIT=Frankenstein"""
Quais são as obras de Margaret Atwood desde 2018?,"""AUT=Atwood"
Mostre textos sobre psicologia clínica desde 2021,"""ASS=psicologia clínica""  AND ""DP>=2021"""
Mostre documentos com 'história' no assunto desde 2005,"""PAS=história%""  AND ""DP>=2005"""
Exibir obras de Gabriel García Márquez como autor desde 2010,"""PAU=García Márquez"
Listar documentos com 'terra' no título desde 2008,"""PTI=terra%""  AND ""DP>=2008"""
Pesquisar textos sobre sociologia do trabalho desde 2015,"""ASS=sociologia do trabalho""  AND ""DP>=2015"""
Quais são os romances que se passam na era vitoriana e envolvem Oliver Twist?,"""TIT=Oliver Twist"""
Quais são as obras de Salman Rushdie desde 2000?,"""AUT=Rushdie"
Mostre textos sobre psicologia clínica desde 2007,"""ASS=psicologia clínica""  AND ""DP>=2007"""
Liste documentos sobre medicina veterinária desde 2013,"""ASS=medicina veterinária""  AND ""DP>=2013"""
Pesquisar textos com 'literatura' no título desde 2005,"""PTI=literatura%""  AND ""DP>=2005"""
Pesquisar documentos sobre guerra mundial desde 2008,"""PAL=guerra mundial%""  AND ""DP>=2008"""
Pesquisar documentos com 'história' no assunto desde 2005,"""PAS=história%""  AND ""DP>=2005"""
Exibir obras de Paulo Coelho como autor desde 2010,"""PAU=Coelho"
Listar documentos com 'terra' no título desde 2007,"""PTI=terra%""  AND ""DP>=2007"""
Pesquisar registros sobre sociologia do trabalho desde 2015,"""ASS=sociologia do trabalho""  AND ""DP>=2015"""
Quais são os romances que se passam na era vitoriana e envolvem Sherlock Holmes?,"""TIT=Sherlock Holmes"""
Quais são as obras de J.K. Rowling desde 2011?,"""AUT=Rowling"
Mostre textos sobre psicologia clínica desde 2012,"""ASS=psicologia clínica""  AND ""DP>=2012"""
Liste documentos sobre medicina veterinária desde 2018,"""ASS=medicina veterinária""  AND ""DP>=2018"""
Pesquisar textos com 'literatura' no título desde 2010,"""PTI=literatura%""  AND ""DP>=2010"""
Pesquisar documentos sobre guerra mundial desde 2013,"""PAL=guerra mundial%""  AND ""DP>=2013"""
Pesquisar documentos com 'história' no assunto desde 2010,"""PAS=história%""  AND ""DP>=2010"""
Exibir obras de Agatha Christie como autor desde 2007,"""PAU=Christie"
Listar documentos com 'terra' no título desde 2012,"""PTI=terra%""  AND ""DP>=2012"""
Pesquisar registros sobre sociologia do trabalho desde 2018,"""ASS=sociologia do trabalho""  AND ""DP>=2018"""
Quais são os romances que se passam na era vitoriana e envolvem Drácula?,"""TIT=Drácula"""
Quais são as obras de Haruki Murakami desde 2015?,"""AUT=Murakami"
Mostre textos sobre psicologia clínica desde 2018,"""ASS=psicologia clínica""  AND ""DP>=2018"""
Liste documentos sobre medicina veterinária desde 2020,"""ASS=medicina veterinária""  AND ""DP>=2020"""
Pesquisar textos com 'literatura' no título desde 2012,"""PTI=literatura%""  AND ""DP>=2012"""
Pesquisar documentos sobre guerra mundial desde 2015,"""PAL=guerra mundial%""  AND ""DP>=2015"""
Pesquisar documentos com 'história' no assunto desde 2010,"""PAS=história%""  AND ""DP>=2010"""
Exibir obras de Stephen King como autor desde 2017,"""PAU=King"
Listar documentos com 'terra' no título desde 2015,"""PTI=terra%""  AND ""DP>=2015"""
Pesquisar registros sobre sociologia do trabalho desde 2020,"""ASS=sociologia do trabalho""  AND ""DP>=2020"""
Quais são os romances que se passam na era vitoriana e envolvem Frankenstein?,"""TIT=Frankenstein"""
Quais são as obras de Margaret Atwood desde 2018?,"""AUT=Atwood"
Mostre textos sobre psicologia clínica desde 2021,"""ASS=psicologia clínica""  AND ""DP>=2021"""
Liste documentos sobre medicina veterinária desde 2023,"""ASS=medicina veterinária""  AND ""DP>=2023"""
Pesquisar textos com 'literatura' no título desde 2017,"""PTI=literatura%""  AND ""DP>=2017"""
Pesquisar documentos sobre guerra mundial desde 2020,"""PAL=guerra mundial%""  AND ""DP>=2020"""
Pesquisar documentos com 'história' no assunto desde 2015,"""PAS=história%""  AND ""DP>=2015"""
Exibir obras de George Orwell como autor desde 2019,"""PAU=Orwell"
Listar documentos com 'terra' no título desde 2020,"""PTI=terra%""  AND ""DP>=2020"""
Pesquisar registros sobre sociologia do trabalho desde 2022,"""ASS=sociologia do trabalho""  AND ""DP>=2022"""
Quais são os romances que se passam na era vitoriana e envolvem Jane Austen?,"""TIT=Jane Austen"""
Quais são as obras de Margaret Atwood desde 2020?,"""AUT=Atwood"
Mostre textos sobre psicologia clínica desde 2023,"""ASS=psicologia clínica""  AND ""DP>=2023"""
pesquisar todos os documentos publicados no séc 19,DP=18%
pesquisar todos os documentos publicados no séc XIX,DP=18%
pesquisar todos os documentos publicados no séc XIX,DP>=1800  AND DP<=1899
pesquisar todos os documentos publicados no séc XIX,DP>=1800  AND DP<=1899
Pesquisar documentos publicados no séc XX,"""DP=20%"""
Pesquisar documentos publicados no séc XX,"""DP=22%"""
Pesquisar documentos publicados no séc XX,"""DP=24%"""
Pesquisar documentos publicados no séc XX,"""DP=26%"""
Pesquisar documentos publicados no séc XX,"""DP=18%"""
Pesquisar documentos publicados no séc XIX,"""DP=20%"""
Pesquisar documentos publicados no séc XIX,"""DP=22%"""
Pesquisar documentos publicados no séc XIX,"""DP=24%"""
Pesquisar documentos publicados no séc XIX,"""DP=18%"""
Pesquisar documentos publicados no séc XVIII,DP=20%
Pesquisar documentos publicados no séc XVI,"""DP=12%"""
Pesquisar documentos publicados no séc XVI,"""DP=14%"""
Pesquisar documentos publicados no séc XVI,"""DP=16%"""
Pesquisar documentos publicados no séc XVI,"""DP=18%"""
Pesquisar documentos publicados em 1900,"""DP=20%"""
Pesquisar documentos publicados em 1920,"""DP=22%"""
Pesquisar documentos publicados em 1940,"""DP=24%"""
Pesquisar documentos publicados em 1960,"""DP=26%"""
Pesquisar documentos publicados em 1800,"""DP=20%"""
Pesquisar documentos publicados em 1850,"""DP=22%"""
Encontrar documentos publicados no séc XIX,"""DP>=1800  AND DP<=1899"""
Buscar documentos publicados no séc XVIII,"""DP>=1700  AND DP<=1799"""
Selecionar documentos publicados no séc XX sobre arte,"""DP>=1900  AND DP<=1999  AND ASS='arte'"""
Analisar documentos publicados no séc XVII sobre filosofia,"""DP>=1600  AND DP<=1699  AND ASS='filosofia"""
pesquisar todos os documentos publicados no séc 18,"""DP>=1701  AND DP<=1800"""
pesquisar todos os documentos publicados no séc XVIII,"""DP>=1701  AND DP<=1800"""
pesquisar todos os documentos publicados no séc XVIII,"""DP>=1701  AND DP<=1800"""
pesquisar todos os documentos publicados no séc XVIII,"""DP>=1701  AND DP<=1800"""
pesquisar todos os documentos publicados no séc 19,"""DP>=1801  AND DP<=1900"""
pesquisar todos os documentos publicados no séc XIX,"""DP>=1801  AND DP<=1900"""
pesquisar todos os documentos publicados no séc XIX,"""DP>=1801  AND DP<=1900"""
pesquisar todos os documentos publicados no séc XIX,"""DP>=1801  AND DP<=1900"""
pesquisar todos os documentos publicados no séc 20,"""DP>=1901  AND DP<=2000"""
pesquisar todos os documentos publicados no séc XX,"""DP>=1901  AND DP<=2000"""
pesquisar todos os documentos publicados no séc XX,"""DP>=1901  AND DP<=2000"""
pesquisar todos os documentos publicados no séc XX,"""DP>=1901  AND DP<=2000"""
pesquisar todos os documentos publicados no séc 21,"""DP>=2001  AND DP<=2024"""
pesquisar todos os documentos publicados no séc XXI,"""DP>=2001  AND DP<=2024"""
pesquisar todos os documentos publicados no séc XXI,"""DP>=2001  AND DP<=2024"""
pesquisar todos os documentos publicados no séc XXI,"""DP>=2001  AND DP<=2024"""
pesquisar todos os documentos publicados no séc 18,"""DP=17%"""
pesquisar todos os documentos publicados no séc XVIII,"""DP=17%"""
pesquisar todos os documentos publicados no séc XVIII,"""DP=17%"""
pesquisar todos os documentos publicados no séc XVIII,"""DP=17%"""
pesquisar todos os documentos publicados no séc 19,"""DP=18%"""
pesquisar todos os documentos publicados no séc XIX,"""DP=18%"""
pesquisar todos os documentos publicados no séc XIX,"""DP=18%"""
pesquisar todos os documentos publicados no séc XIX,"""DP=18%"""
pesquisar todos os documentos publicados no séc 20,"""DP=19%"""
pesquisar todos os documentos publicados no séc XX,"""DP=19%"""
pesquisar todos os documentos publicados no séc XX,"""DP=19%"""
pesquisar todos os documentos publicados no séc XX,"""DP=19%"""
pesquisar todos os documentos publicados no séc 21,"""DP=20%"""
pesquisar todos os documentos publicados no séc XXI,"""DP=20%"""
pesquisar todos os documentos publicados no séc XXI,"""DP=20%"""
pesquisar todos os documentos publicados no séc XXI,"""DP=20%"""
pesquisar todos os documentos publicados no séc 22,"""DP=21%"""
pesquisar todos os documentos publicados no séc XXII,"""DP=21%"""
pesquisar todos os documentos publicados no séc XXII,"""DP=21%"""
pesquisar todos os documentos publicados no séc XXII,"""DP=21%"""
pesquisar todos os documentos publicados no séc 23,"""DP=22%"""
pesquisar todos os documentos publicados no séc XXIII,"""DP=22%"""
pesquisar todos os documentos publicados no séc XXIII,"""DP=22%"""
pesquisar todos os documentos publicados no séc XXIII,"""DP=22%"""
pesquisar todos os documentos publicados no séc 24,"""DP=23%"""
pesquisar todos os documentos publicados no séc XXIV,"""DP=23%"""
pesquisar todos os documentos publicados no séc XXIV,"""DP=23%"""
pesquisar todos os documentos publicados no séc XXIV,"""DP=23%"""
pesquisar todos os documentos publicados no séc 25,"""DP=24%"""
pesquisar todos os documentos publicados no séc XXV,"""DP=24%"""
pesquisar todos os documentos publicados no séc XXV,"""DP=24%"""
pesquisar todos os documentos publicados no séc XXV,"""DP=24%"""
pesquisar todos os documentos publicados no séc 26,"""DP=25%"""
pesquisar todos os documentos publicados no séc XXVI,"""DP=25%"""
pesquisar todos os documentos publicados no séc XXVI,"""DP=25%"""
pesquisar todos os documentos publicados no séc XXVI,"""DP=25%"""
pesquisar todos os documentos publicados no séc 27,"""DP=26%"""
pesquisar todos os documentos publicados no séc XXVII,"""DP=26%"""
pesquisar todos os documentos publicados no séc XXVII,"""DP=26%"""
pesquisar todos os documentos publicados no séc XXVII,"""DP=26%"""
pesquisar todos os documentos publicados no séc 28,"""DP=27%"""
pesquisar todos os documentos publicados no séc XXVIII,"""DP=27%"""
pesquisar todos os documentos publicados no séc XXVIII,"""DP=27%"""
pesquisar todos os documentos publicados no séc XXVIII,"""DP=27%"""
pesquisar todos os documentos publicados no séc 29,"""DP=28%"""
pesquisar todos os documentos publicados no séc XXIX,"""DP=28%"""
pesquisar todos os documentos publicados no séc XXIX,"""DP=28%"""
pesquisar todos os documentos publicados no séc XXIX,"""DP=28%"""
pesquisar todos os documentos publicados no séc 30,"""DP=29%"""
mostrar documentos públicos até ao século 18,"""DP<=17%"""
mostrar documentos públicos até ao século XVIII,"""DP<=17%"""
mostrar documentos públicos até ao século XVIII,"""DP<=17%"""
mostrar documentos públicos até ao século XVIII,"""DP<=17%"""
mostrar documentos públicos até ao século 19,"""DP<=18%"""
mostrar documentos públicos até ao século XIX,"""DP<=18%"""
mostrar documentos públicos até ao século XIX,"""DP<=18%"""
mostrar documentos públicos até ao século XIX,"""DP<=18%"""
mostrar documentos públicos até ao século 20,"""DP<=19%"""
mostrar documentos públicos até ao século XX,"""DP<=19%"""
mostrar documentos públicos até ao século XX,"""DP<=19%"""
mostrar documentos públicos até ao século XX,"""DP<=19%"""
mostrar documentos públicos até ao século 21,"""DP<=20%"""
mostrar documentos públicos até ao século XXI,"""DP<=20%"""
mostrar documentos públicos até ao século XXI,"""DP<=20%"""
mostrar documentos públicos até ao século XXI,"""DP<=20%"""
mostrar documentos públicos até ao século 22,"""DP<=21%"""
mostrar documentos públicos até ao século XXII,"""DP<=21%"""
mostrar documentos públicos até ao século XXII,"""DP<=21%"""
mostrar documentos públicos até ao século XXII,"""DP<=21%"""
mostrar documentos públicos até ao século 23,"""DP<=22%"""
mostrar documentos públicos até ao século XXIII,"""DP<=22%"""
mostrar documentos públicos até ao século XXIII,"""DP<=22%"""
mostrar documentos públicos até ao século XXIII,"""DP<=22%"""
mostrar documentos públicos até ao século 24,"""DP<=23%"""
mostrar documentos públicos até ao século XXIV,"""DP<=23%"""
mostrar documentos públicos até ao século XXIV,"""DP<=23%"""
mostrar documentos públicos até ao século XXIV,"""DP<=23%"""
mostrar documentos públicos até ao século 25,"""DP<=24%"""
mostrar documentos públicos até ao século XXV,"""DP<=24%"""
mostrar documentos públicos até ao século XXV,"""DP<=24%"""
mostrar documentos públicos até ao século XXV,"""DP<=24%"""
mostrar documentos públicos até ao século 26,"""DP<=25%"""
mostrar documentos públicos até ao século XXVI,"""DP<=25%"""
mostrar documentos públicos até ao século XXVI,"""DP<=25%"""
mostrar documentos públicos até ao século XXVI,"""DP<=25%"""
mostrar documentos públicos até ao século 27,"""DP<=26%"""
mostrar documentos públicos até ao século XXVII,"""DP<=26%"""
mostrar documentos públicos até ao século XXVII,"""DP<=26%"""
mostrar documentos públicos até ao século XXVII,"""DP<=26%"""
mostrar documentos públicos até ao século 28,"""DP<=27%"""
mostrar documentos públicos até ao século XXVIII,"""DP<=27%"""
mostrar documentos públicos até ao século XXVIII,"""DP<=27%"""
mostrar documentos públicos até ao século XXVIII,"""DP<=27%"""
mostrar documentos públicos até ao século 29,"""DP<=28%"""
mostrar documentos públicos até ao século XXIX,"""DP<=28%"""
mostrar documentos públicos até ao século XXIX,"""DP<=28%"""
mostrar documentos públicos até ao século XXIX,"""DP<=28%"""
mostrar documentos públicos até ao século 30,"""DP<=29%"""
mostrar documentos públicos até ao século XXX,"""DP<=29%"""
Pesquisar publicação com CLA 123.45,"""CLA=123.45"""
Encontrar artigo com CLA 678.9,"""CLA=678.9"""
Listar registros relacionados à CLA 543.21,"""CLA=543.21"""
Mostre documentos sobre CLA 987.65,"""CLA=987.65"""
Pesquisar livro com ISBN 978-3-16-148410-0,"""ISBN=978-3-16-148410-0"""
Encontrar publicação com ISBN 978-1-4028-9462-6,"""ISBN=978-1-4028-9462-6"""
Listar registros com ISBN 0-306-40615-2,"""ISBN=0-306-40615-2"""
Mostre documentos com ISBN 978-0-12-374949-9,"""ISBN=978-0-12-374949-9"""
Pesquisar revista com ISSN 1234-5678,"""ISSN=1234-5678"""
Encontrar periódico com ISSN 8765-4321,"""ISSN=8765-4321"""
Listar registros com ISSN 2345-6789,"""ISSN=2345-6789"""
Mostre documentos com ISSN 9876-5432,"""ISSN=9876-5432"""
Pesquisar coleção de história,"""COL=história"""
Encontrar coleção de ciência,"""COL=ciência"""
Listar registros da coleção literatura,"""COL=literatura"""
Mostre documentos da coleção filosofia,"""COL=filosofia"""
Pesquisar exemplar na coleção matemática,"""COLE=matemática"""
Encontrar exemplar na coleção biologia,"""COLE=biologia"""
Listar registros na coleção arte,"""COLE=arte"""
Mostre documentos na coleção geografia,"""COLE=geografia"""
Pesquisar publicações desde 2000,"""DP>=2000"""
Encontrar livros publicados até 1999,"""DP<=1999"""
Listar registros de 2010 a 2020,"""DP>=2010  AND DP<=2020"""
Mostre documentos publicados em 2021,"""DP=2021"""
Pesquisar publicações do editor ABC,"""EDT=ABC"""
Encontrar livros do editor XYZ,"""EDT=XYZ"""
Listar registros do editor DEF,"""EDT=DEF"""
Mostre documentos do editor GHI,"""EDT=GHI"""
Pesquisar publicações em português,"""LANG=português"""
Encontrar livros em inglês,"""LANG=inglês"""
Listar registros em francês,"""LANG=francês"""
Mostre documentos em espanhol,"""LANG=espanhol"""
Pesquisar tipo de documento livro,"""TDOC=livro"""
Encontrar tipo de documento artigo,"""TDOC=artigo"""
Listar registros tipo de documento tese,"""TDOC=tese"""
Mostre documentos tipo de documento relatório,"""TDOC=relatório"""
Pesquisar entradas desde 2020,"""DT>=2020"""
Encontrar entradas até 2019,"""DT<=2019"""
Listar registros de entrada em 2021,"""DT=2021"""
Mostre documentos de entrada em 2022,"""DT=2022"""
Pesquisar depósito legal 12345,"""DL=12345"""
Encontrar depósito legal 67890,"""DL=67890"""
Listar registros com depósito legal 54321,"""DL=54321"""
Mostre documentos com depósito legal 98765,"""DL=98765"""
Pesquisar cota ABC123,"""CT=ABC123"""
Encontrar cota XYZ789,"""CT=XYZ789"""
Listar registros com cota DEF456,"""CT=DEF456"""
Mostre documentos com cota GHI012,"""CT=GHI012"""
Pesquisar publicações na biblioteca central,"""BIB=central"""
Encontrar livros na biblioteca estadual,"""BIB=estadual"""
Listar registros na biblioteca municipal,"""BIB=municipal"""
Mostre documentos na biblioteca universitária,"""BIB=universitária"""
Pesquisar suporte digital,"""TSUP=digital"""
Encontrar suporte físico,"""TSUP=físico"""
Listar registros com suporte eletrônico,"""TSUP=eletrônico"""
Mostre documentos com suporte impresso,"""TSUP=impresso"""
Pesquisar fundo histórico,"""FUND=histórico"""
Encontrar fundo científico,"""FUND=científico"""
Listar registros no fundo literário,"""FUND=literário"""
Mostre documentos no fundo cultural,"""FUND=cultural"""
Pesquisar número de registo 00123,"""CBAR=00123"""
Encontrar número de registo 45678,"""CBAR=45678"""
Listar registros com número de registo 98765,"""CBAR=98765"""
Mostre documentos com número de registo 54321,"""CBAR=54321"""
Pesquisar inventário 1001,"""NINV=1001"""
Encontrar inventário 2002,"""NINV=2002"""
Listar registros com inventário 3003,"""NINV=3003"""
Mostre documentos com inventário 4004,"""NINV=4004"""
Pesquisar data do exemplar desde 2015,"""DEX>=2015"""
Encontrar data do exemplar até 2010,"""DEX<=2010"""
Listar registros com data do exemplar em 2019,"""DEX=2019"""
Mostre documentos com data do exemplar em 2020,"""DEX=2020"""
Pesquisar publicações na sub-biblioteca de ciências,"""SBIB=ciências"""
Encontrar livros na sub-biblioteca de artes,"""SBIB=artes"""
Listar registros na sub-biblioteca de tecnologia,"""SBIB=tecnologia"""
Mostre documentos na sub-biblioteca de humanidades,"""SBIB=humanidades"""
Pesquisar folha cartográfica 1234,"""FL=1234"""
Encontrar folha cartográfica 5678,"""FL=5678"""
Listar registros com folha cartográfica 9101,"""FL=9101"""
Mostre documentos com folha cartográfica 1121,"""FL=1121"""
Pesquisar série cartográfica A123,"""SE=A123"""
Encontrar série cartográfica B456,"""SE=B456"""
Listar registros com série cartográfica C789,"""SE=C789"""
Mostre documentos com série cartográfica D012,"""SE=D012"""
Pesquisar escala cartográfica 1:50000,"""ES=1:50000"""
Encontrar escala cartográfica 1:100000,"""ES=1:100000"""
Listar registros com escala cartográfica 1:25000,"""ES=1:25000"""
Mostre documentos com escala cartográfica 1:200000,"""ES=1:200000"""
Pesquisar publicações sobre ODS,"""ODS=desenvolvimento sustentável"""
Encontrar livros sobre ODS,"""ODS=desenvolvimento sustentável"""
Listar registros sobre ODS,"""ODS=desenvolvimento sustentável"""
Mostre documentos sobre ODS,"""ODS=desenvolvimento sustentável"""
Pesquisar livros para faixa etária infantil,"""FE=infantil"""
Encontrar publicações para faixa etária juvenil,"""FE=juvenil"""
Listar registros para faixa etária adulto,"""FE=adulto"""
Mostre documentos para faixa etária idoso,"""FE=idoso"""
Pesquisar livros recomendados por professores,"""REC=professores"""
Encontrar publicações recomendadas por especialistas,"""REC=especialistas"""
Listar registros recomendados por bibliotecários,"""REC=bibliotecários"""
Mostre documentos recomendados por críticos,"""REC=críticos"""
Pesquisar publicação com CLA 123.45,"""CLA=123.45"""
Encontrar artigo com CLA 678.9,"""CLA=678.9"""
Listar registros relacionados à CLA 543.21,"""CLA=543.21"""
Mostre documentos sobre CLA 987.65,"""CLA=987.65"""
Pesquisar livro com ISBN 978-3-16-148410-0,"""ISBN=978-3-16-148410-0"""
Encontrar publicação com ISBN 978-1-4028-9462-6,"""ISBN=978-1-4028-9462-6"""
Listar registros com ISBN 0-306-40615-2,"""ISBN=0-306-40615-2"""
Mostre documentos com ISBN 978-0-12-374949-9,"""ISBN=978-0-12-374949-9"""
Pesquisar revista com ISSN 1234-5678,"""ISSN=1234-5678"""
Encontrar periódico com ISSN 8765-4321,"""ISSN=8765-4321"""
Listar registros com ISSN 2345-6789,"""ISSN=2345-6789"""
Mostre documentos com ISSN 9876-5432,"""ISSN=9876-5432"""
Pesquisar coleção de história,"""COL=história"""
Encontrar coleção de ciência,"""COL=ciência"""
Listar registros da coleção literatura,"""COL=literatura"""
Mostre documentos da coleção filosofia,"""COL=filosofia"""
Pesquisar exemplar na coleção matemática,"""COLE=matemática"""
Encontrar exemplar na coleção biologia,"""COLE=biologia"""
Listar registros na coleção arte,"""COLE=arte"""
Mostre documentos na coleção geografia,"""COLE=geografia"""
